--------------------------------------------------------------------------
[[58229,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: node06

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------

 NAS Parallel Benchmarks 3.4 -- EP Benchmark

 Number of random numbers generated:      8589934592  (class C)
 Total number of processes:                        1

Init time,0.125769
Iteration,1,0.131675,0.005892
Iteration,2,0.136526,0.004838
Iteration,3,0.140020,0.003487
Iteration,4,0.143474,0.003447
Iteration,5,0.146929,0.003448
Iteration,6,0.150387,0.003452
Iteration,7,0.153841,0.003447
Iteration,8,0.157331,0.003484
Iteration,9,0.160793,0.003456
Iteration,10,0.164249,0.003449
Iteration,11,0.167700,0.003444
Iteration,12,0.171154,0.003446
Iteration,13,0.174609,0.003448
Iteration,14,0.178056,0.003441
Iteration,15,0.181519,0.003456
Iteration,16,0.184972,0.003447
Iteration,17,0.188433,0.003455
Iteration,18,0.191878,0.003439
Iteration,19,0.195328,0.003444
Iteration,20,0.198879,0.003545
Iteration,21,0.202407,0.003521
Iteration,22,0.205856,0.003442
Iteration,23,0.209308,0.003445
Iteration,24,0.212759,0.003444
Iteration,25,0.216222,0.003457
Iteration,26,0.219674,0.003446
Iteration,27,0.223136,0.003456
Iteration,28,0.226572,0.003430
Iteration,29,0.230019,0.003441
Iteration,30,0.233457,0.003431
Iteration,31,0.236913,0.003450
Iteration,32,0.240366,0.003447
Iteration,33,0.243819,0.003447
Iteration,34,0.247268,0.003443
Iteration,35,0.250711,0.003437
Iteration,36,0.254165,0.003448
Iteration,37,0.257622,0.003451
Iteration,38,0.261084,0.003456
Iteration,39,0.264540,0.003449
Iteration,40,0.268004,0.003457
Iteration,41,0.271452,0.003442
Iteration,42,0.274897,0.003439
Iteration,43,0.278344,0.003441
Iteration,44,0.281805,0.003454
Iteration,45,0.285250,0.003439
Iteration,46,0.288776,0.003519
Iteration,47,0.292239,0.003456
Iteration,48,0.295686,0.003440
Iteration,49,0.299135,0.003442
Iteration,50,0.302589,0.003447
Iteration,51,0.306042,0.003447
Iteration,52,0.309484,0.003435
Iteration,53,0.312934,0.003444
Iteration,54,0.316387,0.003446
Iteration,55,0.319846,0.003453
Iteration,56,0.323293,0.003441
Iteration,57,0.326738,0.003438
Iteration,58,0.330190,0.003446
Iteration,59,0.333633,0.003437
Iteration,60,0.337087,0.003448
Iteration,61,0.340544,0.003450
Iteration,62,0.343997,0.003447
Iteration,63,0.347453,0.003450
Iteration,64,0.350909,0.003449
Iteration,65,0.354362,0.003447
Iteration,66,0.357822,0.003454
Iteration,67,0.361310,0.003482
Iteration,68,0.364758,0.003442
Iteration,69,0.368202,0.003438
Iteration,70,0.371643,0.003435
Iteration,71,0.375098,0.003449
Iteration,72,0.378549,0.003442
Iteration,73,0.382003,0.003447
Iteration,74,0.385463,0.003454
Iteration,75,0.388918,0.003449
Iteration,76,0.392356,0.003432
Iteration,77,0.395817,0.003455
Iteration,78,0.399281,0.003458
Iteration,79,0.402735,0.003448
Iteration,80,0.406191,0.003450
Iteration,81,0.409644,0.003446
Iteration,82,0.413088,0.003438
Iteration,83,0.416551,0.003457
Iteration,84,0.420008,0.003450
Iteration,85,0.423471,0.003457
Iteration,86,0.426929,0.003452
Iteration,87,0.430383,0.003448
Iteration,88,0.433834,0.003445
Iteration,89,0.437286,0.003446
Iteration,90,0.440744,0.003451
Iteration,91,0.444196,0.003445
Iteration,92,0.447645,0.003442
Iteration,93,0.451108,0.003457
Iteration,94,0.454553,0.003439
Iteration,95,0.458001,0.003442
Iteration,96,0.461455,0.003448
Iteration,97,0.464906,0.003445
Iteration,98,0.468350,0.003438
Iteration,99,0.471809,0.003453
Iteration,100,0.475268,0.003453
Iteration,101,0.478723,0.003449
Iteration,102,0.482170,0.003441
Iteration,103,0.485623,0.003447
Iteration,104,0.489083,0.003454
Iteration,105,0.492538,0.003449
Iteration,106,0.495999,0.003455
Iteration,107,0.499443,0.003438
Iteration,108,0.502898,0.003449
Iteration,109,0.506361,0.003457
Iteration,110,0.509810,0.003443
Iteration,111,0.513348,0.003532
Iteration,112,0.516811,0.003455
Iteration,113,0.520268,0.003451
Iteration,114,0.523715,0.003440
Iteration,115,0.527173,0.003451
Iteration,116,0.530616,0.003437
Iteration,117,0.534060,0.003438
Iteration,118,0.537527,0.003461
Iteration,119,0.540976,0.003443
Iteration,120,0.544428,0.003446
Iteration,121,0.547879,0.003444
Iteration,122,0.551326,0.003440
