--------------------------------------------------------------------------
[[33637,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: node06

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------


 NAS Parallel Benchmarks 3.4 -- LU Benchmark

 Size:  162x 162x 162  (class C)
 Iterations:  250
 Total number of processes:     1

[MO833] Paramount Iteration,0,1,7.434269,4.482983
 Time step    1
[MO833] Paramount Iteration,0,2,10.083187,2.648918
[MO833] Paramount Iteration,0,3,12.783563,2.700376
[MO833] Paramount Iteration,0,4,15.431540,2.647977
[MO833] Paramount Iteration,0,5,18.128188,2.696648
[MO833] Paramount Iteration,0,6,20.795748,2.667560
[MO833] Paramount Iteration,0,7,23.468434,2.672686
[MO833] Paramount Iteration,0,8,26.115810,2.647376
[MO833] Paramount Iteration,0,9,28.706487,2.590677
[MO833] Paramount Iteration,0,10,31.354645,2.648158
[MO833] Paramount Iteration,0,11,34.006467,2.651822
[MO833] Paramount Iteration,0,12,36.992276,2.985809
[MO833] Paramount Iteration,0,13,39.668994,2.676718
[MO833] Paramount Iteration,0,14,42.322246,2.653252
[MO833] Paramount Iteration,0,15,44.912212,2.589966
[MO833] Paramount Iteration,0,16,47.568116,2.655904
[MO833] Paramount Iteration,0,17,50.197596,2.629480
[MO833] Paramount Iteration,0,18,52.787886,2.590290
[MO833] Paramount Iteration,0,19,55.390229,2.602343
[MO833] Paramount Iteration,0,20,58.026194,2.635965
 Time step   20
[MO833] Paramount Iteration,0,21,60.619700,2.593506
[MO833] Paramount Iteration,0,22,63.275102,2.655402
[MO833] Paramount Iteration,0,23,65.865582,2.590480
[MO833] Paramount Iteration,0,24,68.501805,2.636223
[MO833] Paramount Iteration,0,25,71.092602,2.590797
[MO833] Paramount Iteration,0,26,73.682810,2.590208
[MO833] Paramount Iteration,0,27,76.331392,2.648582
[MO833] Paramount Iteration,0,28,78.921268,2.589876
[MO833] Paramount Iteration,0,29,81.511873,2.590605
[MO833] Paramount Iteration,0,30,84.431155,2.919282
[MO833] Paramount Iteration,0,31,87.150259,2.719104
[MO833] Paramount Iteration,0,32,89.778686,2.628427
